City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
524,Hirado,JP,2022-07-02 21:29:37,33.3597,129.5531,78.55,81,99,0.56,overcast clouds
525,Esna,EG,2022-07-02 21:29:38,25.2934,32.554,87.82,22,0,6.6,clear sky
526,Galle,LK,2022-07-02 21:29:38,6.0367,80.217,79.72,85,40,18.86,scattered clouds
527,Innisfail,AU,2022-07-02 21:29:38,-17.5333,146.0333,68.34,94,100,7.4,overcast clouds
528,Larsnes,NO,2022-07-02 21:29:38,62.2028,5.5773,59.77,74,91,5.73,overcast clouds
529,Sao Jose Da Coroa Grande,BR,2022-07-02 21:29:39,-8.8978,-35.1478,76.24,80,54,13.69,broken clouds
530,Mirnyy,RU,2022-07-02 21:29:39,62.5353,113.9611,68.23,82,100,1.99,overcast clouds
531,Lesnoy,RU,2022-07-02 21:29:39,57.6198,63.0784,59.02,75,100,5.26,overcast clouds
532,Caborca,MX,2022-07-02 21:29:39,30.5838,-111.101,92.93,29,90,9.84,overcast clouds
533,Sur,OM,2022-07-02 21:29:40,22.5667,59.5289,90.61,62,100,5.61,overcast clouds
534,Aquiraz,BR,2022-07-02 21:29:40,-3.9014,-38.3911,81.18,84,42,8.55,scattered clouds
535,Komsomolskiy,UZ,2022-07-02 21:29:40,40.4272,71.7189,75.92,31,0,4.61,clear sky
536,Mayumba,GA,2022-07-02 21:29:41,-3.432,10.6554,71.15,92,36,3.65,scattered clouds
537,Yeppoon,AU,2022-07-02 21:29:41,-23.1333,150.7333,55.18,92,100,6.13,overcast clouds
538,Santa Ana,US,2022-07-02 21:29:30,33.7456,-117.8678,97.41,57,20,11.5,few clouds
539,Sri Aman,MY,2022-07-02 21:29:41,1.2376,111.4621,75.42,100,100,0.58,overcast clouds
540,Belen,TR,2022-07-02 21:29:41,36.4891,36.2233,71.74,78,20,9.22,few clouds
541,San Isidro,PE,2022-07-02 21:29:42,-12.1167,-77.05,72.01,65,100,8.05,overcast clouds
542,Chumikan,RU,2022-07-02 21:29:42,54.7183,135.315,57.51,96,97,3.36,light rain
543,Waddan,LY,2022-07-02 21:29:42,29.1614,16.139,88.34,18,0,9.15,clear sky
544,Zorritos,PE,2022-07-02 21:29:42,-3.6805,-80.6782,73.69,81,69,8.37,broken clouds
545,Cabedelo,BR,2022-07-02 21:29:43,-6.9811,-34.8339,77.67,85,18,17.38,few clouds
546,Luganville,VU,2022-07-02 21:29:43,-15.5333,167.1667,79.86,82,41,11.07,scattered clouds
547,Roma,US,2022-07-02 21:29:43,43.2128,-75.4557,80.82,40,0,11.5,clear sky
548,Paris,FR,2022-07-02 21:27:27,48.8534,2.3488,70.3,61,0,11.99,clear sky
549,Chifeng,CN,2022-07-02 21:25:32,42.2683,118.9636,69.98,81,100,5.66,overcast clouds
550,Baghdad,IQ,2022-07-02 21:28:02,33.3406,44.4009,89.51,25,0,6.91,clear sky
551,Homer,US,2022-07-02 21:29:44,59.6425,-151.5483,64.8,58,0,3.44,clear sky
552,Abnub,EG,2022-07-02 21:29:44,27.2696,31.1511,86.22,25,0,7.49,clear sky
553,Krasnoshchekovo,RU,2022-07-02 21:29:44,51.6708,82.7289,51.82,75,49,4.5,scattered clouds
554,Mabai,CN,2022-07-02 21:29:45,23.0128,104.4508,62.8,95,56,4.83,broken clouds
555,Bani Walid,LY,2022-07-02 21:29:45,31.7566,13.9942,86.72,24,4,5.28,clear sky
556,Akdepe,TM,2022-07-02 21:26:28,42.0551,59.3788,80.69,23,95,17.56,overcast clouds
557,Shubarkuduk,KZ,2022-07-02 21:29:45,49.1447,56.4872,73.89,28,100,10.78,overcast clouds
558,Brenes,ES,2022-07-02 21:29:45,37.5494,-5.8714,78.85,67,0,8.05,clear sky
559,Rio Duque,PA,2022-07-02 21:29:46,9.2667,-79.6833,85.05,77,90,4.36,overcast clouds
560,Hovd,MN,2022-07-02 21:29:46,48.0056,91.6419,59.47,32,32,4.63,scattered clouds
561,Buraydah,SA,2022-07-02 21:24:59,26.326,43.975,93.65,15,56,9.57,broken clouds
562,Road Town,VG,2022-07-02 21:28:11,18.4167,-64.6167,82.49,78,75,13.8,broken clouds
563,Puerto Penasco,MX,2022-07-02 21:29:46,31.3167,-113.5333,86.92,71,0,10.0,clear sky
564,Salinopolis,BR,2022-07-02 21:29:47,-0.6136,-47.3561,79.5,82,46,12.57,scattered clouds
565,Palmer,US,2022-07-02 21:29:47,42.1584,-72.3287,83.5,71,100,9.22,thunderstorm
566,Cangucu,BR,2022-07-02 21:29:47,-31.395,-52.6756,54.61,95,100,4.54,overcast clouds
567,Impfondo,CG,2022-07-02 21:29:47,1.6381,18.0667,69.85,86,100,1.61,overcast clouds
568,Umm Lajj,SA,2022-07-02 21:29:48,25.0213,37.2685,84.96,61,11,5.53,few clouds
569,Kapoeta,SS,2022-07-02 21:29:48,4.7717,33.5903,80.15,48,80,5.26,broken clouds
570,Ler,SS,2022-07-02 21:29:48,8.3018,30.1418,74.8,77,45,4.68,scattered clouds
571,Ternate,ID,2022-07-02 21:29:48,0.8,127.4,79.93,81,96,4.59,overcast clouds
572,Khatanga,RU,2022-07-02 21:29:49,71.9667,102.5,50.94,66,98,14.43,overcast clouds
573,Aklavik,CA,2022-07-02 21:29:49,68.2191,-135.0107,82.4,39,20,10.36,haze
574,Kalianget,ID,2022-07-02 21:29:49,-7.05,113.9333,80.2,84,24,10.42,few clouds
575,Vagamo,NO,2022-07-02 21:29:50,61.8751,9.0967,53.46,85,11,3.18,few clouds
576,Ubon Ratchathani,TH,2022-07-02 21:29:50,15.1667,105.1667,78.69,93,100,8.41,overcast clouds
577,Viedma,AR,2022-07-02 21:29:50,-40.8135,-62.9967,46.53,35,0,9.57,clear sky
578,Olinda,BR,2022-07-02 21:29:50,-8.0089,-34.8553,80.33,74,0,14.97,clear sky
579,Baoning,CN,2022-07-02 21:29:51,25.3378,110.026,75.06,100,100,2.24,light rain
580,Saint-Joseph,RE,2022-07-02 21:29:51,-21.3667,55.6167,66.58,76,48,14.25,scattered clouds
581,Jackson,US,2022-07-02 21:29:51,42.4165,-122.8345,83.16,43,0,13.8,clear sky
582,Dawlatabad,AF,2022-07-02 21:29:51,36.4141,64.9053,85.21,15,0,2.28,clear sky
583,Nuevo Progreso,MX,2022-07-02 21:29:52,23.1667,-97.95,92.53,52,48,5.99,scattered clouds
584,Sosva,RU,2022-07-02 21:29:52,59.1766,61.8558,60.19,71,100,4.72,overcast clouds
585,Cap Malheureux,MU,2022-07-02 21:29:52,-19.9842,57.6142,71.47,58,92,8.99,overcast clouds
586,Sivas,TR,2022-07-02 21:29:52,39.7916,37.0019,52.43,76,0,9.22,clear sky
